Movie_Title,Year,Rating,Runtime(Mins),main_genre,side_genre,text_data,cluster_id
"Hail, Caesar!",2016,6.3,106,Comedy," Drama,  Mystery","Comedy  Drama,  Mystery",162
Flightplan,2005,6.3,98,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Don't Say a Word,2001,6.3,113,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Scream 2,1997,6.3,120,Horror, Mystery,Horror  Mystery,43
The Vanishing,1993,6.3,109,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Happy Death Day 2U,2019,6.2,100,Comedy," Horror,  Mystery","Comedy  Horror,  Mystery",170
Fear Street: 1994,2021,6.2,107,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Empty Man,2020,6.2,137,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Color Out of Space,2019,6.2,111,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
It Comes at Night,2017,6.2,91,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Ouija: Origin of Evil,2016,6.2,99,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Visit,2015,6.2,94,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Scary Stories to Tell in the Dark,2019,6.2,108,Adventure," Horror,  Mystery","Adventure  Horror,  Mystery",43
Berlin Syndrome,2017,6.2,116,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
"As Above, So Below",2014,6.2,93,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Alice Through the Looking Glass,2016,6.2,113,Adventure," Family,  Fantasy","Adventure  Family,  Fantasy",90
Open Grave,2013,6.2,102,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Red Lights,2012,6.2,114,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Scream 4,2011,6.2,111,Comedy," Horror,  Mystery","Comedy  Horror,  Mystery",170
Dorian Gray,2009,6.2,112,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
The Thing,2011,6.2,103,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
The Nines,2007,6.2,100,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Case 39,2009,6.2,109,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Birth,2004,6.2,100,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Solaris,2002,6.2,99,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Jeepers Creepers,2001,6.2,90,Horror, Mystery,Horror  Mystery,43
The Hole,2001,6.2,102,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Arrival,1996,6.2,115,Mystery," Sci-Fi,  Thriller","Mystery  Sci-Fi,  Thriller",115
Brightburn,2019,6.1,90,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Personal Shopper,2016,6.1,105,Mystery, Thriller,Mystery  Thriller,41
Insidious: Chapter 3,2015,6.1,97,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Winter's Tale,2014,6.1,118,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Grave Encounters,2011,6.1,92,Horror, Mystery,Horror  Mystery,43
Mirrors,2008,6.1,110,Horror, Mystery,Horror  Mystery,43
The Strangers,2008,6.1,86,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Dead Silence,2007,6.1,89,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Dragonfly,2002,6.1,104,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Relic,2020,6.0,89,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Lodge,2019,6.0,108,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Unfriended: Dark Web,2018,6.0,92,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Boy,2016,6.0,97,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Taking,2014,6.0,90,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Circle,2015,6.0,87,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Signal,2014,6.0,97,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Greta,2018,6.0,98,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Zero Theorem,2013,6.0,107,Comedy," Drama,  Fantasy","Comedy  Drama,  Fantasy",57
Rebecca,2020,6.0,123,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
The House with a Clock in Its Walls,2018,6.0,105,Comedy," Family,  Fantasy","Comedy  Family,  Fantasy",20
Dream House,2011,6.0,92,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Saw VI,2009,6.0,90,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Rite,2011,6.0,114,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Hellraiser,2022,6.0,121,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Midnight Meat Train,2008,6.0,98,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Good German,2006,6.0,105,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Original Sin,2001,6.0,116,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Friday the 13th Part 2,1981,6.0,87,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Cam,2018,5.9,94,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Annabelle Comes Home,2019,5.9,106,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Antlers,2021,5.9,99,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Fourth Kind,2009,5.9,98,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
After.Life,2009,5.9,104,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Premonition,2007,5.9,96,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
The Possession,2012,5.9,92,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Grudge,2004,5.9,91,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Hide and Seek,2005,5.9,101,Horror, Mystery,Horror  Mystery,43
Vivarium,2019,5.8,97,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Eli,2019,5.8,98,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
High Life,2018,5.8,113,Adventure," Drama,  Horror","Adventure  Drama,  Horror",150
The Prodigy,2019,5.8,92,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
The Void,2016,5.8,90,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Reminiscence,2021,5.8,116,Mystery," Romance,  Sci-Fi","Mystery  Romance,  Sci-Fi",28
Paranormal Activity 3,2011,5.8,83,Horror, Mystery,Horror  Mystery,43
Old,2021,5.8,108,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Antebellum,2020,5.8,105,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Haunting in Connecticut,2009,5.8,92,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Passengers,2008,5.8,93,Mystery," Romance,  Thriller","Mystery  Romance,  Thriller",41
Cry Wolf,2005,5.8,90,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Without a Paddle,2004,5.8,95,Adventure," Comedy,  Mystery","Adventure  Comedy,  Mystery",127
The Forgotten,2004,5.8,91,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Gothika,2003,5.8,98,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Relic,1997,5.8,110,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
I Know What You Did Last Summer,1997,5.8,101,Horror, Mystery,Horror  Mystery,43
Velvet Buzzsaw,2019,5.7,113,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Insidious: The Last Key,2018,5.7,103,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Honeymoon,2014,5.7,87,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
The Dyatlov Pass Incident,2013,5.7,100,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Paranormal Activity 2,2010,5.7,91,Horror, Mystery,Horror  Mystery,43
The Last Exorcism,2010,5.7,87,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Rental,2020,5.7,88,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Pet Sematary,2019,5.7,101,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Ma,2019,5.6,99,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Unfriended,2014,5.6,83,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Dark Water,2005,5.6,105,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Creep,2004,5.6,85,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Cube Zero,2004,5.6,97,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
The Box,2009,5.6,115,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Club Dread,2004,5.6,104,Comedy," Horror,  Mystery","Comedy  Horror,  Mystery",170
Urban Legend,1998,5.6,99,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Scream 3,2000,5.6,116,Horror, Mystery,Horror  Mystery,43
Gretel & Hansel,2020,5.5,87,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
The Innkeepers,2011,5.5,101,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Ward,2010,5.5,89,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Friday the 13th,2009,5.5,97,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
All the Boys Love Mandy Lane,2006,5.5,90,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Omen,2006,5.5,110,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Lady in the Water,2006,5.5,110,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
White Noise,2005,5.5,101,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Cube 2: Hypercube,2002,5.5,94,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
"Dude, Where's My Car?",2000,5.5,83,Comedy," Mystery,  Sci-Fi","Comedy  Mystery,  Sci-Fi",47
Serenity,2019,5.4,106,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
In the Tall Grass,2019,5.4,101,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Annabelle,2014,5.4,99,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Deep Water,2022,5.4,115,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Red Riding Hood,2011,5.4,100,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
Mute,2018,5.4,126,Mystery," Sci-Fi,  Thriller","Mystery  Sci-Fi,  Thriller",115
My Bloody Valentine,2009,5.4,101,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Winchester,2018,5.4,99,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Turistas,2006,5.4,93,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Eye,2008,5.4,98,Horror, Mystery,Horror  Mystery,43
The Ring Two,2005,5.4,110,Horror, Mystery,Horror  Mystery,43
The Nun,2018,5.3,96,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Sinister 2,2015,5.3,97,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Sleeping Beauty,2011,5.3,101,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Things Heard & Seen,2021,5.3,121,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Witches,2020,5.3,106,Adventure," Comedy,  Family","Adventure  Comedy,  Family",45
The Messengers,2007,5.3,90,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Southland Tales,2006,5.3,145,Comedy," Drama,  Mystery","Comedy  Drama,  Mystery",162
The Curse of La Llorona,2019,5.2,93,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Friend Request,2016,5.2,92,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Lazarus Effect,2015,5.2,83,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Flatliners,2017,5.2,109,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Apollo 18,2011,5.2,86,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Hubie Halloween,2020,5.2,103,Comedy, Mystery,Comedy  Mystery,127
Mutant Chronicles,2008,5.2,111,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
Shutter,2008,5.2,85,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Scooby-Doo,2002,5.2,89,Adventure," Comedy,  Family","Adventure  Comedy,  Family",45
Congo,1995,5.2,109,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
Grave Encounters 2,2012,5.1,98,Horror, Mystery,Horror  Mystery,43
Abduction,2011,5.1,106,Action," Mystery,  Thriller","Action  Mystery,  Thriller",2
Sorority Row,2009,5.1,101,Horror, Mystery,Horror  Mystery,43
The Covenant,2006,5.1,97,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
The Haunted Mansion,2003,5.1,99,Comedy," Family,  Fantasy","Comedy  Family,  Fantasy",20
Scooby-Doo 2: Monsters Unleashed,2004,5.1,93,Adventure," Comedy,  Family","Adventure  Comedy,  Family",45
Exorcist: The Beginning,2004,5.1,114,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Halloween III: Season of the Witch,1982,5.1,98,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
How It Ends,2018,5.0,113,Action," Drama,  Horror","Action  Drama,  Horror",114
Hot Tub Time Machine 2,2015,5.0,93,Comedy," Mystery,  Sci-Fi","Comedy  Mystery,  Sci-Fi",47
Paranormal Activity: The Marked Ones,2014,5.0,84,Horror, Mystery,Horror  Mystery,43
Chernobyl Diaries,2012,5.0,86,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Blair Witch,2016,5.0,89,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Srpski film,2010,5.0,104,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Stay Alive,2006,5.0,85,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
An American Haunting,2005,5.0,83,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Haunting,1999,5.0,113,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
Vanishing on 7th Street,2010,4.9,92,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Fantasy Island,2020,4.9,109,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
Silent Hill: Revelation,2012,4.9,95,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Darkness Falls,2003,4.9,86,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
The Titan,2018,4.8,97,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
The Forest,2016,4.8,93,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
DOA: Dead or Alive,2006,4.8,87,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
Valentine,2001,4.8,96,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Zoolander 2,2016,4.7,101,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
The Unborn,2009,4.7,88,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
I Still Know What You Did Last Summer,1998,4.7,100,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Friday the 13th: A New Beginning,1985,4.7,92,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Paranormal Activity: The Ghost Dimension,2015,4.6,88,Horror, Mystery,Horror  Mystery,43
Paranormal Activity 4,2012,4.6,88,Horror, Mystery,Horror  Mystery,43
Psycho,1998,4.6,105,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Ouija,2014,4.5,89,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Rings,2017,4.5,102,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Basic Instinct 2,2006,4.4,114,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Boogeyman,2005,4.1,89,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
One Missed Call,2008,4.0,87,Horror, Mystery,Horror  Mystery,43
Book of Shadows: Blair Witch 2,2000,4.0,90,Adventure," Fantasy,  Horror","Adventure  Fantasy,  Horror",135
The Wicker Man,2006,3.7,102,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Fog,2005,3.7,100,Horror, Mystery,Horror  Mystery,43
I Know Who Killed Me,2007,3.6,106,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Slender Man,2018,3.2,93,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Shawshank Redemption,1994,9.3,142,Drama,Drama,Drama Drama,11
Hababam Sinifi,1975,9.2,87,Comedy, Drama,Comedy  Drama,10
777 Charlie,2022,8.9,136,Adventure," Comedy,  Drama","Adventure  Comedy,  Drama",75
Fight Club,1999,8.8,139,Drama,Drama,Drama Drama,11
Forrest Gump,1994,8.8,142,Drama, Romance,Drama  Romance,13
Soorarai Pottru,2020,8.7,153,Drama,Drama,Drama Drama,11
One Flew Over the Cuckoo's Nest,1975,8.7,133,Drama,Drama,Drama Drama,11
Interstellar,2014,8.6,169,Adventure," Drama,  Sci-Fi","Adventure  Drama,  Sci-Fi",144
Saving Private Ryan,1998,8.6,169,Drama, War,Drama  War,25
La vita è bella,1997,8.6,116,Comedy," Drama,  Romance","Comedy  Drama,  Romance",1
It's a Wonderful Life,1946,8.6,130,Drama," Family,  Fantasy","Drama  Family,  Fantasy",155
96,2018,8.5,158,Drama, Romance,Drama  Romance,13
Gisaengchung,2019,8.5,132,Drama, Thriller,Drama  Thriller,54
Whiplash,2014,8.5,106,Drama, Music,Drama  Music,82
Nuovo Cinema Paradiso,1988,8.5,155,Drama, Romance,Drama  Romance,13
Casablanca,1942,8.5,102,Drama," Romance,  War","Drama  Romance,  War",112
Modern Times,1936,8.5,87,Comedy," Drama,  Romance","Comedy  Drama,  Romance",1
City Lights,1931,8.5,87,Comedy," Drama,  Romance","Comedy  Drama,  Romance",1
Capharnaüm,2018,8.4,126,Drama,Drama,Drama Drama,11
3 Idiots,2009,8.4,170,Comedy, Drama,Comedy  Drama,10
Taare Zameen Par,2007,8.4,165,Drama, Family,Drama  Family,51
American Beauty,1999,8.4,122,Drama,Drama,Drama Drama,11
Idi i smotri,1985,8.4,142,Drama," Thriller,  War","Drama  Thriller,  War",165
Das Boot,1981,8.4,149,Drama, War,Drama  War,25
The Shining,1980,8.4,146,Drama, Horror,Drama  Horror,31
Paths of Glory,1957,8.4,88,Drama, War,Drama  War,25
Sunset Blvd.,1950,8.4,110,Drama, Film-Noir,Drama  Film-Noir,138
The Great Dictator,1940,8.4,125,Comedy," Drama,  War","Comedy  Drama,  War",152
Jagten,2012,8.3,115,Drama,Drama,Drama Drama,11
Jodaeiye Nader az Simin,2011,8.3,123,Drama,Drama,Drama Drama,11
The Kashmir Files,2022,8.3,170,Drama,Drama,Drama Drama,11
Inglourious Basterds,2009,8.3,153,Adventure," Drama,  War","Adventure  Drama,  War",25
Eternal Sunshine of the Spotless Mind,2004,8.3,108,Drama," Romance,  Sci-Fi","Drama  Romance,  Sci-Fi",89
Requiem for a Dream,2000,8.3,102,Drama,Drama,Drama Drama,11
Good Will Hunting,1997,8.3,126,Drama, Romance,Drama  Romance,13
Full Metal Jacket,1987,8.3,116,Drama, War,Drama  War,25
Judgment at Nuremberg,1961,8.3,179,Drama, War,Drama  War,25
The Apartment,1960,8.3,125,Comedy," Drama,  Romance","Comedy  Drama,  Romance",1
Pather Panchali,1955,8.3,125,Drama,Drama,Drama Drama,11
Ikiru,1952,8.3,143,Drama,Drama,Drama Drama,11
Ladri di biciclette,1948,8.3,89,Drama,Drama,Drama Drama,11
Metropolis,1927,8.3,153,Drama, Sci-Fi,Drama  Sci-Fi,32
The Kid,1921,8.3,68,Comedy," Drama,  Family","Comedy  Drama,  Family",58
Chhichhore,2019,8.2,143,Comedy," Drama,  Romance","Comedy  Drama,  Romance",1
Tumbbad,2018,8.2,104,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Zindagi Na Milegi Dobara,2011,8.2,155,Comedy," Drama,  Musical","Comedy  Drama,  Musical",61
Dara iz Jasenovca,2020,8.2,130,Drama, War,Drama  War,25
Miracle in Cell No. 7,2019,8.2,132,Drama,Drama,Drama Drama,11
Babam ve Oglum,2005,8.2,112,Drama, Family,Drama  Family,51
There Will Be Blood,2007,8.2,158,Drama,Drama,Drama Drama,11
Pan's Labyrinth,2006,8.2,118,Drama," Fantasy,  War","Drama  Fantasy,  War",25
"Swades: We, the People",2004,8.2,210,Drama, Musical,Drama  Musical,167
The Truman Show,1998,8.2,103,Comedy, Drama,Comedy  Drama,10
Bacheha-Ye aseman,1997,8.2,89,Drama," Family,  Sport","Drama  Family,  Sport",51
The Bridge on the River Kwai,1957,8.2,161,Adventure," Drama,  War","Adventure  Drama,  War",25
Tôkyô monogatari,1953,8.2,136,Drama,Drama,Drama Drama,11
Le salaire de la peur,1953,8.2,131,Adventure," Drama,  Thriller","Adventure  Drama,  Thriller",128
Umberto D.,1952,8.2,89,Drama,Drama,Drama Drama,11
All About Eve,1950,8.2,138,Drama,Drama,Drama Drama,11
Gone with the Wind,1939,8.2,238,Drama," Romance,  War","Drama  Romance,  War",112
Portrait de la jeune fille en feu,2019,8.1,122,Drama, Romance,Drama  Romance,13
Dil Bechara,2020,8.1,101,Comedy," Drama,  Romance","Comedy  Drama,  Romance",1
Masaan,2015,8.1,109,Drama,Drama,Drama Drama,11
Ah-ga-ssi,2016,8.1,145,Drama," Romance,  Thriller","Drama  Romance,  Thriller",136
Queen,2013,8.1,146,Adventure," Comedy,  Drama","Adventure  Comedy,  Drama",75
Room,2015,8.1,118,Drama, Thriller,Drama  Thriller,54
Relatos salvajes,2014,8.1,122,Comedy," Drama,  Thriller","Comedy  Drama,  Thriller",177
Mandariinid,2013,8.1,87,Drama, War,Drama  War,25
Kis Uykusu,2014,8.1,196,Drama,Drama,Drama Drama,11
PK,2014,8.1,153,Comedy," Drama,  Sci-Fi","Comedy  Drama,  Sci-Fi",32
OMG: Oh My God!,2012,8.1,125,Comedy," Drama,  Fantasy","Comedy  Drama,  Fantasy",57
Barfi!,2012,8.1,151,Comedy," Drama,  Romance","Comedy  Drama,  Romance",1
Udaan,2010,8.1,134,Drama,Drama,Drama Drama,11
The Help,2011,8.1,146,Drama,Drama,Drama Drama,11
Gran Torino,2008,8.1,116,Drama,Drama,Drama Drama,11
Chak De! India,2007,8.1,153,Drama," Family,  Sport","Drama  Family,  Sport",51
Million Dollar Baby,2004,8.1,132,Drama, Sport,Drama  Sport,37
Before Sunset,2004,8.1,80,Drama, Romance,Drama  Romance,13
Black,2005,8.1,122,Drama,Drama,Drama Drama,11
Munna Bhai M.B.B.S.,2003,8.1,156,Comedy, Drama,Comedy  Drama,10
Dil Chahta Hai,2001,8.1,183,Comedy," Drama,  Romance","Comedy  Drama,  Romance",1
Her Sey Çok Güzel Olacak,1998,8.1,107,Comedy," Drama,  Thriller","Comedy  Drama,  Thriller",177
Amores perros,2000,8.1,154,Drama, Thriller,Drama  Thriller,54
Lagaan: Once Upon a Time in India,2001,8.1,224,Drama," Musical,  Sport","Drama  Musical,  Sport",37
Festen,1998,8.1,105,Drama,Drama,Drama Drama,11
Fa Yeung Nin Wah,2000,8.1,98,Drama, Romance,Drama  Romance,13
Trainspotting,1996,8.1,93,Drama,Drama,Drama Drama,11
Underground,1995,8.1,170,Comedy," Drama,  Fantasy","Comedy  Drama,  Fantasy",57
Before Sunrise,1995,8.1,101,Drama, Romance,Drama  Romance,13
