Movie_Title,Year,Rating,Runtime(Mins),main_genre,side_genre,text_data,cluster_id
Machete,2010,6.6,105,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Robin Hood,2010,6.6,140,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Jungle Cruise,2021,6.6,127,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Epic,2013,6.6,102,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Quantum of Solace,2008,6.6,106,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
The Incredible Hulk,2008,6.6,112,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Seraphim Falls,2006,6.6,115,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Smokin' Aces,2006,6.6,109,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Prince of Persia: The Sands of Time,2010,6.6,116,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Shoot 'Em Up,2007,6.6,86,Action," Comedy,  Thriller","Action  Comedy,  Thriller",166
16 Blocks,2006,6.6,102,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Vantage Point,2008,6.6,90,Action," Crime,  Drama","Action  Crime,  Drama",5
Flushed Away,2006,6.6,85,Animation," Action,  Adventure","Animation  Action,  Adventure",42
John Carter,2012,6.6,132,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
30 Days of Night,2007,6.6,113,Action," Adventure,  Horror","Action  Adventure,  Horror",110
X-Men: The Last Stand,2006,6.6,104,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
The Rundown,2003,6.6,104,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Tears of the Sun,2003,6.6,121,Action," Drama,  Thriller","Action  Drama,  Thriller",30
The Chronicles of Riddick,2004,6.6,119,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
The Recruit,2003,6.6,115,Action, Thriller,Action  Thriller,48
Wasabi,2001,6.6,94,Action," Drama,  Comedy","Action  Drama,  Comedy",104
Kiss of the Dragon,2001,6.6,98,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Rush Hour 2,2001,6.6,90,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Joy Ride,2001,6.6,97,Action," Mystery,  Thriller","Action  Mystery,  Thriller",2
The Way of the Gun,2000,6.6,119,Action," Crime,  Drama","Action  Crime,  Drama",5
Shanghai Noon,2000,6.6,110,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Bad Boys II,2003,6.6,147,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Austin Powers: The Spy Who Shagged Me,1999,6.6,95,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
U-571,2000,6.6,116,Action, War,Action  War,101
Lethal Weapon 4,1998,6.6,127,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Star Wars: Episode II - Attack of the Clones,2002,6.6,142,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Titan A.E.,2000,6.6,94,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Resident Evil,2002,6.6,100,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
The 13th Warrior,1999,6.6,102,Action," Adventure,  History","Action  Adventure,  History",50
Courage Under Fire,1996,6.6,116,Action," Drama,  Mystery","Action  Drama,  Mystery",129
Outbreak,1995,6.6,127,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Star Trek: Generations,1994,6.6,118,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
Hot Shots! Part Deux,1993,6.6,86,Action, Comedy,Action  Comedy,4
New Jack City,1991,6.6,97,Action," Crime,  Drama","Action  Crime,  Drama",5
Road House,1989,6.6,114,Action, Thriller,Action  Thriller,48
Licence to Kill,1989,6.6,133,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Ghostbusters II,1989,6.6,108,Action," Comedy,  Fantasy","Action  Comedy,  Fantasy",91
Black Rain,1989,6.6,125,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Running Man,1987,6.6,101,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Crocodile Dundee,1986,6.6,97,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Star Trek III: The Search for Spock,1984,6.6,105,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Sudden Impact,1983,6.6,117,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Outland,1981,6.6,109,Action," Crime,  Sci-Fi","Action  Crime,  Sci-Fi",86
Rollerball,1975,6.6,125,Action," Sci-Fi,  Sport","Action  Sci-Fi,  Sport",6
The Tomorrow War,2021,6.5,138,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Hunt,2020,6.5,90,Action," Horror,  Thriller","Action  Horror,  Thriller",171
War,2019,6.5,154,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Mandy,2018,6.5,121,Action," Fantasy,  Horror","Action  Fantasy,  Horror",92
Fast & Furious Presents: Hobbs & Shaw,2019,6.5,137,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Pokémon: Detective Pikachu,2019,6.5,104,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Sonic the Hedgehog,2020,6.5,99,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Nerve,2016,6.5,96,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Tag,2018,6.5,100,Action, Comedy,Action  Comedy,4
The Interview,2014,6.5,112,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Star Wars: Episode IX - The Rise of Skywalker,2019,6.5,141,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Homefront,2013,6.5,100,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Olympus Has Fallen,2013,6.5,119,Action, Thriller,Action  Thriller,48
Self/less,2015,6.5,117,Action," Mystery,  Sci-Fi","Action  Mystery,  Sci-Fi",156
The Hunger Games: Mockingjay - Part 2,2015,6.5,137,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,129,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Fetih 1453,2012,6.5,162,Action," Drama,  History","Action  Drama,  History",22
Safe,2012,6.5,94,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Kick-Ass 2,2013,6.5,103,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Gray Man,2022,6.5,122,Action, Thriller,Action  Thriller,48
Premium Rush,2012,6.5,91,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Bad Boys for Life,2020,6.5,124,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Yi dai zong shi,2013,6.5,130,Action," Biography,  Drama","Action  Biography,  Drama",59
12 Strong,2018,6.5,130,Action," Drama,  History","Action  Drama,  History",22
Seungriho,2021,6.5,136,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Banlieue 13: Ultimatum,2009,6.5,101,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Sonic the Hedgehog 2,2022,6.5,122,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Never Back Down,2008,6.5,113,Action," Drama,  Sport","Action  Drama,  Sport",137
Fast & Furious,2009,6.5,107,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The International,2009,6.5,118,Action," Crime,  Drama","Action  Crime,  Drama",5
The Forbidden Kingdom,2008,6.5,104,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Underworld: Rise of the Lycans,2009,6.5,92,Action," Fantasy,  Thriller","Action  Fantasy,  Thriller",48
The Chronicles of Narnia: Prince Caspian,2008,6.5,150,Action," Adventure,  Family","Action  Adventure,  Family",88
The Mechanic,2011,6.5,93,Action," Crime,  Thriller","Action  Crime,  Thriller",12
National Treasure: Book of Secrets,2007,6.5,124,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
X-Men Origins: Wolverine,2009,6.5,107,Action, Sci-Fi,Action  Sci-Fi,6
Sin City: A Dame to Kill For,2014,6.5,102,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Flyboys,2006,6.5,140,Action," Drama,  History","Action  Drama,  History",22
Dhoom:2,2006,6.5,152,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Terminator Salvation,2009,6.5,115,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Get Smart,2008,6.5,110,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
The Spiderwick Chronicles,2008,6.5,96,Action," Adventure,  Drama","Action  Adventure,  Drama",24
War of the Worlds,2005,6.5,116,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
A Walk Among the Tombstones,2014,6.5,114,Action," Crime,  Drama","Action  Crime,  Drama",5
Spartan,2004,6.5,106,Action," Crime,  Drama","Action  Crime,  Drama",5
Mr. & Mrs. Smith,2005,6.5,120,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Ladder 49,2004,6.5,115,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Hostage,2005,6.5,113,Action," Crime,  Drama","Action  Crime,  Drama",5
Cellular,2004,6.5,94,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Heist,2001,6.5,109,Action," Crime,  Drama","Action  Crime,  Drama",5
Swordfish,2001,6.5,99,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Four Feathers,2002,6.5,132,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Gone in Sixty Seconds,2000,6.5,118,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Space Cowboys,2000,6.5,130,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Taxi 2,2000,6.5,88,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Star Wars: Episode I - The Phantom Menace,1999,6.5,136,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
U.S. Marshals,1998,6.5,131,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Man in the Iron Mask,1998,6.5,132,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Tomorrow Never Dies,1997,6.5,119,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
The Lost World: Jurassic Park,1997,6.5,129,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Air Force One,1997,6.5,124,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Executive Decision,1996,6.5,133,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
The Quick and the Dead,1995,6.5,108,Action," Romance,  Thriller","Action  Romance,  Thriller",48
Cliffhanger,1993,6.5,113,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Under Siege,1992,6.5,103,Action, Thriller,Action  Thriller,48
The Rocketeer,1991,6.5,108,Action," Adventure,  Family","Action  Adventure,  Family",88
Young Guns II,1990,6.5,104,Action, Western,Action  Western,161
Beverly Hills Cop II,1987,6.5,100,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Rambo: First Blood Part II,1985,6.5,96,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Octopussy,1983,6.5,131,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Flash Gordon,1980,6.5,111,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Diamonds Are Forever,1971,6.5,120,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Batman: The Movie,1966,6.5,105,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Way Down,2021,6.4,118,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Greenland,2020,6.4,119,Action, Thriller,Action  Thriller,48
Peppermint,2018,6.4,101,Action, Thriller,Action  Thriller,48
Revenge,2017,6.4,108,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Angel Has Fallen,2019,6.4,121,Action, Thriller,Action  Thriller,48
The Angry Birds Movie 2,2019,6.4,97,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Escape Room,2019,6.4,99,Action," Adventure,  Horror","Action  Adventure,  Horror",110
Batman: The Killing Joke,2016,6.4,76,Animation," Action,  Crime","Animation  Action,  Crime",179
Shaft,2019,6.4,111,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Now You See Me 2,2016,6.4,129,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Batman v Superman: Dawn of Justice,2016,6.4,152,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
The Purge: Anarchy,2014,6.4,103,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Lucy,2014,6.4,89,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Son of a Gun,2014,6.4,108,Action," Crime,  Drama","Action  Crime,  Drama",5
Need for Speed,2014,6.4,132,Action, Thriller,Action  Thriller,48
Live by Night,2016,6.4,129,Action, Thriller,Action  Thriller,48
The Rover,2014,6.4,103,Action," Crime,  Drama","Action  Crime,  Drama",5
Redirected,2014,6.4,99,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Valerian and the City of a Thousand Planets,2017,6.4,136,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Dead Man Down,2013,6.4,118,Action," Crime,  Drama","Action  Crime,  Drama",5
Pain & Gain,2013,6.4,129,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Tomorrowland,2015,6.4,130,Action," Adventure,  Family","Action  Adventure,  Family",88
Let's Be Cops,2014,6.4,104,Action," Comedy,  Crime","Action  Comedy,  Crime",29
How I Live Now,2013,6.4,101,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Kill List,2011,6.4,95,Action," Crime,  Horror","Action  Crime,  Horror",146
Colombiana,2011,6.4,108,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Here Comes the Boom,2012,6.4,105,Action," Comedy,  Sport","Action  Comedy,  Sport",78
Savages,2012,6.4,131,Action," Crime,  Drama","Action  Crime,  Drama",5
Act of Valor,2012,6.4,110,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Contraband,2012,6.4,109,Action," Crime,  Drama","Action  Crime,  Drama",5
Triple Frontier,2019,6.4,125,Action, Thriller,Action  Thriller,48
Killer Elite,2011,6.4,116,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Faster,2010,6.4,98,Action," Crime,  Drama","Action  Crime,  Drama",5
Predators,2010,6.4,107,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Riddick,2013,6.4,119,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
The Expendables,2010,6.4,103,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Army of Thieves,2021,6.4,127,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Lone Ranger,2013,6.4,150,Action," Adventure,  Western","Action  Adventure,  Western",50
Black Death,2010,6.4,102,Action," Drama,  Horror","Action  Drama,  Horror",114
From Paris with Love,2010,6.4,92,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Baiohazâdo: Dijenerêshon,2008,6.4,97,Animation," Action,  Horror","Animation  Action,  Horror",146
The Taking of Pelham 123,2009,6.4,106,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Thor: Love and Thunder,2022,6.4,118,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Salt,2010,6.4,100,Action, Thriller,Action  Thriller,48
Monsters vs. Aliens,2009,6.4,94,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Snitch,2013,6.4,112,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Godzilla,2014,6.4,123,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Death Race,2008,6.4,105,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Hancock,2008,6.4,92,Action," Drama,  Fantasy","Action  Drama,  Fantasy",159
Daybreakers,2009,6.4,98,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Dnevnoy dozor,2006,6.4,132,Action," Fantasy,  Horror","Action  Fantasy,  Horror",92
Nochnoy dozor,2004,6.4,114,Action," Fantasy,  Horror","Action  Fantasy,  Horror",92
Chaos,2005,6.4,106,Action," Crime,  Drama","Action  Crime,  Drama",5
The Punisher,2004,6.4,124,Action," Crime,  Drama","Action  Crime,  Drama",5
The Day After Tomorrow,2004,6.4,124,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Blood Work,2002,6.4,110,Action," Crime,  Drama","Action  Crime,  Drama",5
Ned Kelly,2003,6.4,110,Action," Adventure,  Biography","Action  Adventure,  Biography",123
Basic,2003,6.4,98,Action," Crime,  Drama","Action  Crime,  Drama",5
Star Trek: Nemesis,2002,6.4,116,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Rat Race,2001,6.4,112,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
The Mummy Returns,2001,6.4,130,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
The Perfect Storm,2000,6.4,130,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Final Fantasy: The Spirits Within,2001,6.4,106,Animation," Action,  Adventure","Animation  Action,  Adventure",42
The Sum of All Fears,2002,6.4,124,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Behind Enemy Lines,2001,6.4,106,Action," Drama,  Thriller","Action  Drama,  Thriller",30
The World Is Not Enough,1999,6.4,128,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
The Siege,1998,6.4,116,Action, Thriller,Action  Thriller,48
Star Trek: Insurrection,1998,6.4,103,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
The Jackal,1997,6.4,124,Action," Crime,  Drama","Action  Crime,  Drama",5
Twister,1996,6.4,113,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Last Man Standing,1996,6.4,101,Action," Crime,  Drama","Action  Crime,  Drama",5
DragonHeart,1996,6.4,103,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
The Prophecy,1995,6.4,98,Action," Crime,  Drama","Action  Crime,  Drama",5
Just Cause,1995,6.4,102,Action," Crime,  Drama","Action  Crime,  Drama",5
Last Action Hero,1993,6.4,130,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Alien³,1992,6.4,114,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
Darkman,1990,6.4,96,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Tango & Cash,1989,6.4,104,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Lock Up,1989,6.4,109,Action," Crime,  Drama","Action  Crime,  Drama",5
Kickboxer,1989,6.4,97,Action," Sport,  Thriller","Action  Sport,  Thriller",48
The Omega Man,1971,6.4,98,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Eternals,2021,6.3,156,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
My Spy,2020,6.3,99,Action, Comedy,Action  Comedy,4
Red Notice,2021,6.3,118,Action," Comedy,  Thriller","Action  Comedy,  Thriller",166
Guns Akimbo,2019,6.3,98,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The King's Man,2021,6.3,131,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
7500,2019,6.3,93,Action," Drama,  Thriller","Action  Drama,  Thriller",30
ARQ,2016,6.3,88,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Bright,2017,6.3,117,Action," Fantasy,  Thriller","Action  Fantasy,  Thriller",48
Ocean's Eight,2018,6.3,110,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Godzilla vs. Kong,2021,6.3,113,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Free Fire,2016,6.3,91,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Polar,2019,6.3,118,Action, Thriller,Action  Thriller,48
The Shallows,2016,6.3,86,Action," Drama,  Horror","Action  Drama,  Horror",114
Maze Runner: The Scorch Trials,2015,6.3,131,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Risen,2016,6.3,107,Action," Drama,  History","Action  Drama,  History",22
Criminal,2016,6.3,113,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Bastille Day,2016,6.3,92,Action," Crime,  Drama","Action  Crime,  Drama",5
White House Down,2013,6.3,131,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Spectral,2016,6.3,107,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Mr. Right,2015,6.3,95,Action," Comedy,  Romance","Action  Comedy,  Romance",134
Angry Birds,2016,6.3,97,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Unlocked,2017,6.3,98,Action, Thriller,Action  Thriller,48
Scouts Guide to the Zombie Apocalypse,2015,6.3,93,Action," Comedy,  Horror","Action  Comedy,  Horror",122
Triple 9,2016,6.3,115,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Johnny English Reborn,2011,6.3,101,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
This Means War,2012,6.3,103,Action," Comedy,  Romance","Action  Comedy,  Romance",134
The Commuter,2018,6.3,104,Action," Mystery,  Thriller","Action  Mystery,  Thriller",2
The Last Stand,2013,6.3,107,Action," Thriller,  Western","Action  Thriller,  Western",161
Underworld: Awakening,2012,6.3,88,Action," Fantasy,  Horror","Action  Fantasy,  Horror",92
Central Intelligence,2016,6.3,107,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Uncharted,2022,6.3,116,Action, Adventure,Action  Adventure,50
The American,2010,6.3,105,Action," Crime,  Drama","Action  Crime,  Drama",5
Tomb Raider,2018,6.3,119,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Jack the Giant Slayer,2013,6.3,114,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Terminator Genisys,2015,6.3,126,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Ghost in the Shell,2017,6.3,107,Action," Crime,  Drama","Action  Crime,  Drama",5
The Necessary Death of Charlie Countryman,2013,6.3,103,Action," Comedy,  Drama","Action  Comedy,  Drama",104
Ninja Assassin,2009,6.3,99,Action, Thriller,Action  Thriller,48
Death Wish,2018,6.3,107,Action," Crime,  Drama","Action  Crime,  Drama",5
#Saraitda,2020,6.3,98,Action," Drama,  Horror","Action  Drama,  Horror",114
Repo Men,2010,6.3,111,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Centurion,2010,6.3,97,Action," Drama,  History","Action  Drama,  History",22
Knight and Day,2010,6.3,109,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Surrogates,2009,6.3,89,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
The Collector,2009,6.3,90,Action," Horror,  Thriller","Action  Horror,  Thriller",171
The Losers,2010,6.3,97,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Beowulf,2007,6.3,115,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Spider-Man 3,2007,6.3,139,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Sky High,2005,6.3,100,Action," Comedy,  Family","Action  Comedy,  Family",53
Assault on Precinct 13,2005,6.3,109,Action," Crime,  Drama","Action  Crime,  Drama",5
Transporter 2,2005,6.3,87,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Astro Boy,2009,6.3,94,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Revolver,2005,6.3,111,Action," Crime,  Drama","Action  Crime,  Drama",5
King Arthur,2004,6.3,126,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Paycheck,2003,6.3,119,Action," Mystery,  Sci-Fi","Action  Mystery,  Sci-Fi",156
Once Upon a Time in Mexico,2003,6.3,102,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Proof of Life,2000,6.3,135,Action," Drama,  Thriller","Action  Drama,  Thriller",30
The 51st State,2001,6.3,93,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Miss Congeniality,2000,6.3,109,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Terminator 3: Rise of the Machines,2003,6.3,109,Action, Sci-Fi,Action  Sci-Fi,6
Osmosis Jones,2001,6.3,95,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Blue Streak,1999,6.3,93,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Entrapment,1999,6.3,113,Action," Crime,  Romance","Action  Crime,  Romance",81
Nick of Time,1995,6.3,90,Action," Crime,  Drama","Action  Crime,  Drama",5
Assassins,1995,6.3,133,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Three Musketeers,1993,6.3,105,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
The Bodyguard,1992,6.3,129,Action," Drama,  Music","Action  Drama,  Music",82
Predator 2,1990,6.3,108,Action," Horror,  Sci-Fi","Action  Horror,  Sci-Fi",71
A View to a Kill,1985,6.3,131,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
The Black Cauldron,1985,6.3,80,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Red Dawn,1984,6.3,114,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Dune,1984,6.3,137,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Every Which Way but Loose,1978,6.3,114,Action, Comedy,Action  Comedy,4
Escape from the Planet of the Apes,1971,6.3,98,Action, Sci-Fi,Action  Sci-Fi,6
Spenser Confidential,2020,6.2,111,Action," Comedy,  Drama","Action  Comedy,  Drama",104
In the Shadow of the Moon,2019,6.2,115,Action," Crime,  Mystery","Action  Crime,  Mystery",124
Kate,2021,6.2,106,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Stuber,2019,6.2,93,Action," Comedy,  Crime","Action  Comedy,  Crime",29
The Silencing,2020,6.2,93,Action," Crime,  Mystery","Action  Crime,  Mystery",124
Destroyer,2018,6.2,121,Action," Crime,  Drama","Action  Crime,  Drama",5
Johnny English Strikes Again,2018,6.2,89,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Terminator: Dark Fate,2019,6.2,128,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
Copshop,2021,6.2,107,Action, Thriller,Action  Thriller,48
Cold Pursuit,2019,6.2,119,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Time Trap,2017,6.2,87,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
Maze Runner: The Death Cure,2018,6.2,143,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
The Wall,2017,6.2,88,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Keanu,2016,6.2,100,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Grimsby,2016,6.2,83,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Inferno,2016,6.2,121,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Insurgent,2015,6.2,119,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",21
The November Man,2014,6.2,108,Action, Thriller,Action  Thriller,48
Deliver Us from Evil,2014,6.2,118,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Transcendence,2014,6.2,119,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
3 Days to Kill,2014,6.2,117,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Captain Underpants: The First Epic Movie,2017,6.2,89,Animation," Action,  Adventure","Animation  Action,  Adventure",42
The Outsider,2018,6.2,120,Action," Crime,  Drama","Action  Crime,  Drama",5
American Assassin,2017,6.2,111,Action, Thriller,Action  Thriller,48
Parker,2013,6.2,118,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Hummingbird,2013,6.2,100,Action," Crime,  Drama","Action  Crime,  Drama",5
Dabangg,2010,6.2,126,Action," Comedy,  Crime","Action  Comedy,  Crime",29
A Lonely Place to Die,2011,6.2,99,Action," Adventure,  Crime","Action  Adventure,  Crime",46
